415.68	342.24	0.00022849	544.86	8814.0	3.7856e-05	721.81	7314.8	0.00010106
415.76	283.45	0.00027624	544.97	8828.2	3.7825e-05	721.98	7250.7	0.00010200
415.84	364.01	0.00021538	545.08	8849.4	3.7764e-05	722.14	7595.0	9.7413e-05
415.92	283.45	0.00027694	545.18	9048.2	3.6961e-05	722.31	7288.7	0.00010155
415.99	305.22	0.00025748	545.29	9197.2	3.6391e-05	722.48	7160.5	0.00010341
416.07	331.35	0.00023748	545.40	8731.2	3.8364e-05	722.65	7281.6	0.00010173
416.15	287.80	0.00027376	545.51	8799.8	3.8095e-05	722.81	7459.6	9.9343e-05
416.23	377.07	0.00020921	545.62	8967.7	3.7411e-05	722.98	7528.5	9.8474e-05
416.31	318.29	0.00024816	545.72	8740.6	3.8410e-05	723.15	7359.9	0.00010077
416.39	368.36	0.00021470	545.83	8944.1	3.7566e-05	723.32	7293.4	0.00010173
416.47	368.36	0.00021497	545.94	8873.1	3.7896e-05	723.48	7217.5	0.00010284
416.55	333.53	0.00023772	546.05	9043.5	3.7211e-05	723.65	7298.2	0.00010175
416.63	433.68	0.00018306	546.16	9284.8	3.6273e-05	723.82	7227.0	0.00010279
416.71	438.03	0.00018147	546.27	9294.2	3.6264e-05	723.98	7283.9	0.00010203
416.79	305.22	0.00026075	546.37	9057.6	3.7238e-05	724.15	7236.5	0.00010274
416.86	313.93	0.00025380	546.48	8948.8	3.7720e-05	724.32	7362.3	0.00010102
416.94	250.79	0.00031809	546.59	9102.6	3.7112e-05	724.49	7587.9	9.8059e-05
417.02	200.71	0.00039796	546.70	9228.0	3.6636e-05	724.65	7371.8	0.00010098
417.10	259.50	0.00030819	546.81	9145.2	3.6997e-05	724.82	7364.7	0.00010111
417.18	307.40	0.00026049	546.91	8989.0	3.7666e-05	724.99	7435.9	0.00010019
417.26	385.78	0.00020783	547.02	9244.5	3.6654e-05	725.15	7393.2	0.00010080
417.34	381.43	0.00021046	547.13	9121.5	3.7177e-05	725.32	7526.1	9.9065e-05
417.42	281.27	0.00028576	547.24	9455.1	3.5893e-05	725.49	8058.0	9.2564e-05
417.49	422.79	0.00019031	547.35	9107.3	3.7293e-05	725.65	7319.6	0.00010194
417.57	368.36	0.00021871	547.46	9093.1	3.7380e-05	725.82	7547.5	9.8904e-05
417.65	370.54	0.00021769	547.56	9043.5	3.7612e-05	725.99	7369.4	0.00010134
417.73	331.35	0.00024374	547.67	9175.9	3.7098e-05	726.15	7405.0	0.00010089
417.81	329.17	0.00024566	547.78	9183.0	3.7098e-05	726.32	8117.4	9.2071e-05
417.89	357.48	0.00022648	547.89	9199.6	3.7060e-05	726.49	7288.7	0.00010258
417.97	370.54	0.00021877	547.99	8989.0	3.7955e-05	726.65	7179.5	0.00010418
418.05	409.73	0.00019809	548.10	9168.8	3.7239e-05	726.82	7312.4	0.00010233
418.12	309.58	0.00026245	548.21	9159.4	3.7306e-05	726.99	7376.5	0.00010148
418.20	444.57	0.00018299	548.32	9282.4	3.6840e-05	727.15	7421.7	0.00010090
418.28	433.68	0.00018781	548.42	9202.0	3.7188e-05	727.32	7283.9	0.00010285
418.36	342.24	0.00023828	548.53	9218.5	3.7151e-05	727.49	7298.2	0.00010269
418.44	331.35	0.00024642	548.64	9379.4	3.6541e-05	727.65	7345.7	0.00010207
418.52	296.51	0.00027571	548.75	9355.7	3.6662e-05	727.82	7566.5	9.9131e-05
418.60	252.97	0.00032356	548.86	9339.2	3.6755e-05	727.99	7383.7	0.00010163
418.67	420.62	0.00019480	548.96	9549.7	3.5970e-05	728.15	7428.8	0.00010105
418.75	335.70	0.00024438	549.07	9237.5	3.7214e-05	728.32	7300.6	0.00010286
418.83	283.45	0.00028978	549.18	9443.3	3.6431e-05	728.49	7428.8	0.00010113
418.91	322.64	0.00025489	549.29	9211.4	3.7377e-05	728.65	7381.3	0.00010182
418.99	433.68	0.00018986	549.39	9272.9	3.7155e-05	728.82	7459.6	0.00010079
419.07	427.15	0.00019299	549.50	9166.5	3.7615e-05	728.98	7378.9	0.00010193
419.14	324.82	0.00025406	549.61	9381.8	3.6780e-05	729.15	7554.6	9.9604e-05
419.22	368.36	0.00022431	549.72	9317.9	3.7061e-05	729.32	7716.1	9.7559e-05
419.30	377.07	0.00021939	549.82	9438.5	3.6613e-05	729.48	7497.6	0.00010044
419.38	326.99	0.00025330	549.93	9277.7	3.7276e-05	729.65	7509.5	0.00010032
419.46	409.73	0.00020239	550.04	9244.5	3.7438e-05	729.82	7238.8	0.00010412
419.54	311.75	0.00026632	550.15	9580.5	3.6153e-05	729.98	7464.4	0.00010101
419.61	313.93	0.00026475	550.25	9209.1	3.7637e-05	730.15	7469.1	0.00010098
419.69	374.89	0.00022197	550.36	9353.4	3.7084e-05	730.31	7785.0	9.6921e-05
419.77	383.60	0.00021719	550.47	9372.3	3.7038e-05	730.48	7502.4	0.00010061
419.85	364.01	0.00022915	550.57	9218.5	3.7682e-05	730.65	7457.3	0.00010126
419.93	440.21	0.00018971	550.68	9280.0	3.7460e-05	730.81	7414.5	0.00010188
420.01	344.41	0.00024277	550.79	9502.4	3.6611e-05	730.98	7509.5	0.00010063
420.08	431.50	0.00019399	550.90	9590.0	3.6304e-05	731.14	7414.5	0.00010195
420.16	374.89	0.00022358	551.00	9384.1	3.7127e-05	731.31	7630.6	9.9105e-05
420.24	318.29	0.00026368	551.11	9270.6	3.7610e-05	731.47	7630.6	9.9140e-05
420.32	350.94	0.00023946	551.22	9303.7	3.7504e-05	731.64	7535.6	0.00010043
420.40	346.59	0.00024278	551.32	9476.4	3.6846e-05	731.81	7685.2	9.8511e-05
420.48	435.86	0.00019330	551.43	9530.8	3.6663e-05	731.97	7519.0	0.00010072
420.55	424.97	0.00019848	551.54	9414.9	3.7143e-05	732.14	7348.0	0.00010311
420.63	529.48	0.00015951	551.65	9381.8	3.7302e-05	732.30	7471.5	0.00010144
420.71	368.36	0.00022957	551.75	9405.4	3.7234e-05	732.47	7402.7	0.00010242
420.79	485.93	0.00017425	551.86	9535.5	3.6754e-05	732.63	7519.0	0.00010087
420.86	409.73	0.00020689	551.97	9691.7	3.6188e-05	732.80	7457.3	0.00010175
420.94	440.21	0.00019281	552.07	9504.8	3.6925e-05	732.97	7445.4	0.00010195
421.02	348.77	0.00024368	552.18	9537.9	3.6825e-05	733.13	7476.3	0.00010156
421.10	305.22	0.00027880	552.29	9668.0	3.6357e-05	733.30	7576.0	0.00010027
421.18	427.15	0.00019947	552.39	9535.5	3.6887e-05	733.46	7388.4	0.00010285
421.26	344.41	0.00024771	552.50	9268.2	3.7979e-05	733.63	7281.6	0.00010440
421.33	481.58	0.00017735	552.61	9547.4	3.6896e-05	733.79	7333.8	0.00010369
421.41	429.33	0.00019919	552.71	9433.8	3.7366e-05	733.96	7393.2	0.00010290
421.49	333.53	0.00025673	552.82	9511.9	3.7087e-05	734.12	7348.0	0.00010357
421.57	496.82	0.00017257	552.93	9493.0	3.7189e-05	734.29	7367.0	0.00010334
421.64	342.24	0.00025079	553.03	9630.2	3.6684e-05	734.45	7516.6	0.00010132
421.72	364.01	0.00023609	553.14	9613.6	3.6775e-05	734.62	7248.3	0.00010511
421.80	451.10	0.00019075	553.25	9724.8	3.6381e-05	734.78	7509.5	0.00010149
421.88	348.77	0.00024703	553.35	9651.5	3.6682e-05	734.95	7576.0	0.00010064
421.95	374.89	0.00023007	553.46	9388.9	3.7736e-05	735.11	7500.0	0.00010169
422.03	411.91	0.00020966	553.57	9594.7	3.6955e-05	735.28	7554.6	0.00010099
